8238520320,2016-03-31,37,Q,37-Expired Muni Meter,112,112,0244P,0209P,405-3097,361817,T402,112,T,FYX5804,PAS,NY,Queens Blvd,4DSD,BK,HONDA,2005
8238520370,2016-03-31,37,Q,37-Expired Muni Meter,112,112,0449P,0433P,404-3013,361817,T402,112,T,DUR7418,PAS,NY,Queens Blvd,SUBN,GY,HONDA,2006
8238520381,2016-03-31,37,Q,37-Expired Muni Meter,112,112,0453P,0440P,404-3030,361817,T402,112,T,704XLY,PAS,FL,76th Rd,4DSD,GREY,INFIN,0
8238520411,2016-03-31,38,Q,38-Failure to Display Muni Rec,112,112,0506P,,,361817,T402,112,T,FGV9771,PAS,NY,Queens Blvd,SUBN,BL,GMC,2014
8238520423,2016-03-31,14,Q,14-No Standing,112,112,0542P,,,361817,T402,112,T,CLC7522,PAS,NY,Queens Blvd,4DSD,RD,CHRYS,2010
8246513035,2016-03-30,14,NY,14-No Standing,6,6,0757A,,,362161,T105,6,T,XX199C,PAS,NJ,Greenwich St,DELV,WHITE,ISUZU,0
8246513047,2016-03-30,50,NY,50-Crosswalk,6,6,0815A,,,362161,T105,6,T,34555MD,COM,NY,Washington St,REFG,OR,ISUZU,2013
8246513059,2016-03-30,16,NY,16A-No Std (Com Veh) Non-COM,6,6,0818A,,,362161,T105,6,T,0AVTU3,PAS,CT,Washington St,4DSD,BLACK,NISSA,0
8246513072,2016-03-30,16,NY,16-No Std (Com Veh) Com Plate,6,6,0833A,0802A,,362161,T105,6,T,C795HX,PAS,TN,Washington St,TRAC,WHITE,FRUEH,0
8246513102,2016-03-30,20,NY,20-No Parking (Com Plate),6,6,0837A,0806A,,362161,T105,6,T,89999JV,COM,NY,Clarkson St,VAN,WHITE,DODGE,2006
8246513114,2016-03-30,16,NY,16-No Std (Com Veh) Com Plate,6,6,0840A,0801A,,362161,T105,6,T,21121JR,COM,NY,Washington St,VAN,GY,FORD,2003
8246513126,2016-03-30,16,NY,16-No Std (Com Veh) Com Plate,6,6,0845A,0809A,,362161,T105,6,T,86941MC,COM,NY,Clarkson St,VAN,WH,FORD,2013
8246513138,2016-03-30,16,NY,16-No Std (Com Veh) Com Plate,6,6,0846A,0808A,,362161,T105,6,T,XW331G,PAS,NJ,Clarkson St,VAN,OTHER,FORD,0
8246513140,2016-03-30,16,NY,16-No Std (Com Veh) Com Plate,6,6,0849A,0811A,,362161,T105,6,T,91791MC,COM,NY,Leroy St,SUBN,WH,GMC,2013
8246513151,2016-03-30,20,NY,20A-No Parking (Non-COM),6,6,0903A,,,362161,T105,6,T,AJE5523,PAS,NY,Barrow St,PICK,BK,FORD,2014
8246513163,2016-03-30,14,NY,14-No Standing,6,6,0916A,,,362161,T105,6,T,63581JM,COM,NY,Washington St,VAN,BROWN,INTER,1996
8246513175,2016-03-30,16,NY,16-No Std (Com Veh) Com Plate,6,6,0925A,0850A,,362161,T105,6,T,99354MD,COM,NY,Leroy St,UTIL,GY,HONDA,2013
8246513187,2016-03-30,16,NY,16-No Std (Com Veh) Com Plate,6,6,0926A,0850A,,362161,T105,6,T,51989MG,COM,NY,Leroy St,VAN,WH,FORD,2015
8246513205,2016-03-30,48,NY,48-Bike Lane,6,6,0930A,,,362161,T105,6,T,A963HX,PAS,TN,Greenwich St,TRAC,WHITE,FRUEH,0
8246513230,2016-03-30,14,NY,14-No Standing,6,6,0940A,,,362161,T105,6,T,91662MC,COM,NY,Greenwich St,VAN,BROWN,ISUZU,2012
8246513242,2016-03-30,48,NY,48-Bike Lane,6,6,0953A,,,362161,T105,6,T,83564ME,COM,NY,Greenwich St,VAN,WHITE,FRUEH,2006
8246513254,2016-03-30,20,NY,20A-No Parking (Non-COM),6,6,1011A,,,362161,T105,6,T,EJG6083,PAS,NY,Charles St,4DSD,BK,BMW,2008
8246513278,2016-03-30,20,NY,20-No Parking (Com Plate),6,6,1107A,1019A,,362161,T105,6,T,44916MH,COM,NY,Barrow St,VAN,RD,CHEVR,1999
8246513280,2016-03-30,20,NY,20-No Parking (Com Plate),6,6,1108A,1019A,,362161,T105,6,T,83581MH,COM,NY,Barrow St,4DSD,BK,FORD,2013
8246513291,2016-03-31,14,NY,14-No Standing,1,1,0553A,,,362161,T105,1,T,41344ME,COM,NY,Fulton St,VAN,WHITE,FORD,2006
8246513308,2016-03-31,14,NY,14-No Standing,1,1,0555A,,,362161,T105,1,T,41796JX,COM,NY,Fulton St,VAN,WH,FORD,2008
8246513310,2016-03-31,14,NY,14-No Standing,1,1,0603A,,,362161,T105,1,T,87159MA,COM,NY,Nassau St,VAN,WH,CHEVR,2016
8246513321,2016-03-31,14,NY,14-No Standing,1,1,0605A,,,362161,T105,1,T,56523ME,COM,NY,Nassau St,VAN,WH,DODGE,2014
8246513333,2016-03-31,14,NY,14-No Standing,1,1,0613A,,,362161,T105,1,T,58571ME,COM,NY,Front St,REFG,WH,MI/F,2015
8246513345,2016-03-31,50,NY,50-Crosswalk,1,1,0625A,,,362161,T105,1,T,FPR2667,PAS,NY,Harrison St,2DSD,GY,MINI,2012
8246513357,2016-03-31,50,NY,50-Crosswalk,1,1,0633A,,,362161,T105,1,T,26SP13,MOT,NY,Spring St,MCY,BLUE,VESPA,2014
8246513369,2016-03-31,61,NY,61-Wrong Way,1,1,0636A,,,362161,T105,1,T,26SP13,MOT,NY,Spring St,MCY,BLUE,VESPA,2014
8246513370,2016-03-31,20,NY,20-No Parking (Com Plate),1,1,0733A,0701A,,362161,T105,1,T,44992MD,COM,NY,West St,VAN,WH,CHEVR,2006
